companies,commentsCount,hitsCount,likes
digi,12.714285714285714,1031.7142857142858,16.285714285714285
digital nomads,12.571428571428571,1950.9285714285713,208.35714285714286
dna,28.333333333333332,24699.583333333332,32.166666666666664
dns,37.44444444444444,7267.979797979798,134.0
doc+,19.333333333333332,7410.166666666667,31.666666666666668
dodo pizza,57.55,16278.65,64.4
drimsim,128.25,17022.5,97.5
duran,28.77777777777778,7455.888888888889,36.611111111111114
ebay,44.25581395348837,9127.976744186046,49.883720930232556
edison,6.0,2308.4,46.2
effective,10.833333333333334,2649.1666666666665,11.166666666666666
eli lilly,25.75,3673.25,16.875
elixir,13.25,1373.25,79.75
eora,0.0,1952.0,0.0
epam,16.36,3359.28,34.32
epicstars,129.5,3301.0,22.75
ericsson,33.0,8790.285714285714,54.714285714285715
eset,17.714285714285715,5447.821428571428,29.142857142857142
esquire,38.94736842105263,15041.578947368422,52.81578947368421
everyone,31.583333333333332,4516.083333333333,28.666666666666668
evil pechenka,3.0,140.0,8.0
evo,26.1,4477.6,26.7
evolution,20.17391304347826,3379.1739130434785,32.0
faberlic,26.06451612903226,6018.258064516129,174.4516129032258
fabrika,21.5,5757.333333333333,36.666666666666664
facebook,27.3014484007242,6302.01357875679,49.48642124321062
ferrero,16.76923076923077,7037.0,42.84615384615385
fibrum,4.875,1026.625,13.125
fim,29.733333333333334,19067.533333333333,56.0
finch,42.666666666666664,10533.962962962964,1301.5555555555557
finex,23.5,16632.0,5.5
finiko,81.33333333333333,12930.0,283.75
fitbit,28.6875,6885.625,46.84375
flex,35.71875,6738.8125,28.59375
folks,5.5,747.0,2.0
ford,21.385416666666668,5686.932291666667,72.38020833333333
fox,32.04780114722753,8995.95793499044,54.76099426386233
freelance,44.5,10411.75,26.25
fsa,39.13333333333333,14335.977777777778,48.08888888888889
ftg,32.0,7890.666666666667,32.666666666666664
fuel,19.0,5333.206896551724,226.13793103448276
fura,30.5125,9987.0875,41.2
fury,18.181818181818183,7896.227272727273,31.863636363636363
fusion,53.51851851851852,9016.24074074074,41.72222222222222
gallery,42.48076923076923,4667.326923076923,22.53846153846154
game insight,37.5,16223.5,38.75
gameloft,40.25,27605.25,106.25
garage,25.476190476190474,7156.666666666667,131.28571428571428
garmin,20.875,3987.75,35.666666666666664
gd,47.0625,9650.5546875,161.5703125
gdo,45.0,10473.666666666666,53.666666666666664
geeks,15.076923076923077,3033.076923076923,35.92307692307692
geektimes,39.166666666666664,7272.777777777777,33.166666666666664
general electric,13.473684210526315,3444.842105263158,34.578947368421055
general motors,15.918032786885245,4775.4098360655735,60.78688524590164
generations,39.44444444444444,125283.66666666667,41.111111111111114
genesis,22.069767441860463,7637.232558139535,45.651162790697676
genotek,3.875,951.875,17.125
get it,15.25,2407.5,20.75
gett,38.56363636363636,12689.10909090909,36.85454545454545
gf,30.824324324324323,6838.790540540541,112.32432432432432
gic,26.666666666666668,5724.0,25.333333333333332
ginger,35.666666666666664,8641.666666666666,46.333333333333336
gloria,16.066666666666666,2738.2,41.2
gloria jeans,49.666666666666664,4725.666666666667,22.333333333333332
gms,28.045454545454547,3716.9545454545455,172.22727272727272
golden telecom,34.0,9010.666666666666,61.666666666666664
goldman sachs,29.9,6143.06,36.98
google,31.037536092396536,8991.105871029837,55.39769008662175
grammarly,10.0,2106.0,12.0
granat,3.0,585.0,11.0
gsa,31.5,4220.0,63.5
heineken,28.923076923076923,8050.153846153846,42.46153846153846
henkel,36.57142857142857,7826.142857142857,42.714285714285715
heroes,20.779661016949152,4387.64406779661,36.016949152542374
hh.ru,28.689655172413794,5382.701149425287,61.10344827586207
honeywell,37.5,9532.0,31.5
honor,46.57142857142857,8651.50892857143,43.339285714285715
hp,31.71323529411765,6858.786764705882,45.39705882352941
hr,27.49468085106383,5208.25,68.2872340425532
huawei,42.29314420803782,7149.101654846336,40.451536643026
hudson,31.294117647058822,3866.3529411764707,90.58823529411765
ibm,30.823204419889503,6063.093922651934,69.75690607734806
ibs,40.75,13964.25,33.25
icu,68.5,8467.0,42.75
idm,14.89655172413793,1491.2758620689656,69.27586206896552
ifs,86.0,21352.5,37.0
ikea,27.61392405063291,10103.272151898735,55.0
insales,4.0,482.5,10.0
instagram,30.671379442109284,10054.471150171952,50.91478792510508
intel,44.395348837209305,8040.656976744186,52.645348837209305
interface,9.4,3457.6,13.9
interplay,27.0,817.5,6.5
interview,20.833333333333332,7658.944444444444,37.166666666666664
intuit,16.0,1094.5,12.5
involta,149.75,20609.25,80.25
ipsos,41.38461538461539,3433.076923076923,30.153846153846153
irbis,26.166666666666668,4214.458333333333,439.4166666666667
irrational,37.5,623.0,13.0
isd,26.5,8833.5,76.5
isv,31.2,8207.4,55.4
itella,6.166666666666667,3062.8333333333335,96.83333333333333
ivi,25.53191489361702,6094.382978723404,78.02127659574468
jabra,16.142857142857142,1141.2857142857142,53.57142857142857
jami,1.5,701.5,8.0
johnson & johnson,49.857142857142854,7524.5,146.28571428571428
joom,19.25,2158.625,11.875
jtc,7.470588235294118,1884.0588235294117,5.882352941176471
juno,6.769230769230769,3340.846153846154,44.53846153846154
juro,44.5,380.0,8.5
kcell,16.6,9163.2,23.0
kdl,55.4,43948.2,106.0
kiabi,118.0,12920.5,25.0
kickico,4.6,114.4,20.2
kickidler,4.5,228.75,7.75
knight frank,4.5,508.0,9.833333333333334
kosmos,15.333333333333334,2285.3333333333335,33.0
kpmg,52.142857142857146,6390.428571428572,42.42857142857143
ks,46.36363636363637,10240.39090909091,97.39090909090909
kts,12.5,3226.25,14.25
kyc,7.1,1237.6,17.4
lacoste,17.666666666666668,3954.777777777778,77.88888888888889
lad,18.88888888888889,6990.444444444444,31.666666666666668
lambo,9.692307692307692,3415.6153846153848,213.15384615384616
lamoda,18.0,4069.1176470588234,19.529411764705884
lazada,0.0,95.0,6.0
ld,42.602739726027394,8980.986301369863,78.04109589041096
legacy,46.11538461538461,7023.153846153846,49.15384615384615
leo burnett,31.5,7562.785714285715,38.0
levin,31.0,9046.666666666666,128.66666666666666
lex borealis,23.75,7318.25,30.5
life,39.50728862973761,11257.813411078718,59.928085519922256
lobster,26.5,63125.125,295.75
m7,43.05084745762712,10449.983050847457,48.355932203389834
macdonalds,37.777227722772274,11495.60891089109,55.0
macro,4.833333333333333,2980.8333333333335,12.0
magical,5.0,2088.75,18.25
magma,9.333333333333334,5195.333333333333,93.0
mail.ru group,49.13315217391305,13799.885869565218,49.766304347826086
marilyn,16.466666666666665,3393.4,31.866666666666667
marketplace,32.5,6808.0,31.75
mars,23.51063829787234,5504.49645390071,63.88652482269504
mash,66.18973214285714,13032.395089285714,107.30803571428571
mastercard,42.05555555555556,7172.333333333333,46.044444444444444
maxima,9.6,2714.2,31.0
mdb,88.5,20524.666666666668,52.833333333333336
mediamarkt,15.333333333333334,4144.333333333333,27.666666666666668
mediascope,33.73170731707317,8491.390243902439,33.68292682926829
meduza,46.75,9520.781413612565,108.09293193717278
megafon,30.814432989690722,8348.90378006873,39.99312714776632
mellanox technologies,0.0,16.0,2.5
memepedia,48.333333333333336,53928.5,112.83333333333333
merck,24.5,3254.125,22.125
merlion,8.0,2021.0,22.0
meta,18.71794871794872,11343.461538461539,35.15384615384615
metro,32.24223602484472,11953.968944099379,72.43478260869566
mfs,15.142857142857142,3178.1428571428573,67.71428571428571
mgp,15.0,4637.5,24.0
microsoft,32.231892878880096,7262.5562994522215,52.00912964090079
mips,53.25,21490.25,75.25
miro,10.285714285714286,2090.0,21.142857142857142
mobis,9.2,1376.2,8.2
mod,14.333333333333334,3780.2380952380954,18.19047619047619
moderna,36.67901234567901,4839.358024691358,105.81481481481481
modernist,59.0,35936.0,61.0
mojo,26.785714285714285,6616.785714285715,53.357142857142854
molnia,140.44444444444446,6273.444444444444,77.44444444444444
monese,2.4,1436.0,64.0
moni,7.428571428571429,635.1428571428571,8.571428571428571
mortgage,4.4,4892.8,40.0
motorola,35.552083333333336,6350.416666666667,36.65625
mover,4.5,1633.5,95.25
mozilla,31.15929203539823,23245.769911504423,78.5575221238938
msn,28.814814814814813,5410.444444444444,120.55555555555556
mti,24.666666666666668,14114.333333333334,81.33333333333333
nasa,23.40859140859141,5343.647352647353,60.68631368631369
national geographic,22.346456692913385,10055.007874015748,51.1496062992126
naughty america,20.666666666666668,16209.666666666666,36.0
nectarin,23.666666666666668,36849.0,70.0
neon,26.44,12555.04,25.32
nester,4.0,284.0,14.0
netflix,30.40407470288625,7936.1264855687605,56.26825127334465
netgear,24.0,6481.5,21.75
new horizons,8.304347826086957,6114.065217391304,30.195652173913043
newtonew,5.0,3401.0,23.0
nexus,29.968992248062015,6789.054263565891,43.74418604651163
ngc,6.541666666666667,2518.1666666666665,223.75
ngm,10.666666666666666,2810.5,68.83333333333333
nike,26.012145748987855,6358.866396761134,53.66801619433198
nils,20.75,4977.083333333333,135.58333333333334
nokia,34.377682403433475,7719.193133047211,76.20600858369099
nokia networks,56.4,15570.8,174.4
nokian tyres,61.666666666666664,10248.0,242.0
normal people,17.583333333333332,3932.8333333333335,56.166666666666664
nova,18.980392156862745,5641.803921568628,57.68627450980392
novartis,23.7,4840.9,25.6
nvidia,37.17948717948718,6945.9807692307695,64.1923076923077
obi,27.864406779661017,5618.8983050847455,155.16949152542372
okko,30.613636363636363,7627.613636363636,55.0
olive,19.2,2360.8,6.6
ony,7.4,7804.6,16.4
oracle,28.62962962962963,3594.864197530864,89.4320987654321
orca,23.6,1343.6,69.4
organic,31.5,16337.083333333334,43.75
oxygen,37.0,5741.75,23.875
ozon,31.238938053097346,7889.884955752213,32.32743362831859
panasonic,22.826923076923077,5214.5192307692305,39.59615384615385
panorama,10.75,3957.75,19.75
parallels,20.227272727272727,2298.9545454545455,120.22727272727273
parimatch,6.8,720.0,10.2
patriot,46.22222222222222,9823.111111111111,38.333333333333336
pax,23.0,5892.8,73.4
payoneer,10.272727272727273,1619.4545454545455,107.0
paypal,25.473684210526315,4291.736842105263,73.3157894736842
pepsico,37.75,2315.5,25.75
pfizer,36.148936170212764,4233.829787234043,82.70921985815603
philips,33.27272727272727,9162.666666666666,42.42424242424242
pixonic,24.6,1934.2,58.6
platform,30.944444444444443,5276.055555555556,43.888888888888886
platinum,50.09090909090909,19369.363636363636,39.27272727272727
playrix,49.875,3860.6875,66.4375
playtech,3.1666666666666665,1221.6666666666667,55.0
plf,72.0,13637.0,111.0
pony express,29.4,16712.2,71.6
pops,26.0,20628.666666666668,37.166666666666664
porta,54.25,7759.75,39.5
positive technologies,37.45454545454545,5995.090909090909,44.81818181818182
pressfeed,21.0,14039.666666666666,46.0
prisma labs,55.6,55815.6,103.4
procter & gamble,22.153846153846153,3832.846153846154,25.384615384615383
producer,16.666666666666668,9490.333333333334,33.333333333333336
profi,19.142857142857142,2514.8571428571427,18.571428571428573
profit,15.090909090909092,3235.7272727272725,21.90909090909091
promo,43.166666666666664,16371.666666666666,34.75
promobot,15.964285714285714,4065.75,18.392857142857142
promotion,3.5,498.0,12.75
pruffi,12.5,3904.6666666666665,21.166666666666668
publicis,19.428571428571427,4576.857142857143,23.571428571428573
publicis groupe,0.5,1378.0,11.5
pump,28.551724137931036,7725.517241379311,23.0
qiwi,41.75,9234.107142857143,33.69047619047619
qq,32.24074074074074,10246.777777777777,120.37654320987654
qrator labs,64.625,7823.625,39.625
qualcomm,43.5187969924812,7891.729323308271,35.6390977443609
qwerty,83.2,11501.0,45.0
rambler,32.96153846153846,12213.070512820514,38.07692307692308
rambler&co,30.36842105263158,6961.078947368421,35.0
rarible,17.22222222222222,14841.0,49.666666666666664
rasa,31.285714285714285,5627.857142857143,20.571428571428573
reboot,57.6,13575.2,21.6
red hat,85.0625,3200.875,73.75
red keds,19.75,13416.0,35.5
reddit,33.210018105009055,17591.480989740496,81.78636089318044
redis,21.5,2177.0,21.0
redmond,35.583333333333336,3661.0833333333335,13.0
reform,17.285714285714285,2076.4285714285716,28.0
refresh,17.333333333333332,1432.6666666666667,10.0
reg.ru,35.0,6810.25,51.0
regency,20.25,8189.5,39.5
revolut,20.147058823529413,5965.205882352941,144.14705882352942
rgb,33.27272727272727,8667.954545454546,28.181818181818183
riders,10.8,4372.6,21.4
riot games,12.4375,4656.1875,41.6875
rita,45.7,8861.4,67.8
robokassa,2.6666666666666665,962.0,6.0
rpv,18.666666666666668,6766.666666666667,220.33333333333334
rsd,24.666666666666668,6629.0,28.0
rt,47.70735090152566,7954.694868238557,102.1747572815534
ru-center,20.375,10943.25,38.125
rubetek,22.125,2951.875,8.75
rubius,33.0,29255.5,102.5
rusbase,32.5,11896.333333333334,38.083333333333336
rusnano,30.5,12674.5,38.5
russian ventures,36.666666666666664,15990.0,51.333333333333336
rutube,50.12903225806452,9870.064516129032,61.096774193548384
rvi,40.46153846153846,6088.7692307692305,176.46153846153845
safer,72.4,6098.4,45.6
salesforce,20.823529411764707,5176.705882352941,26.058823529411764
samsung,36.33971291866029,8428.828708133971,33.67751196172249
savage,26.5,6354.458333333333,25.708333333333332
schenker,8.176470588235293,2365.3529411764707,214.2941176470588
schlumberger,0.0,6.5,2.0
sd,52.86805555555556,10040.319444444445,72.97916666666667
segmento,14.8,673.6,16.4
selectel,87.4,12912.6,63.7
setka,4.5,1424.0,14.0
setters,24.625,3789.125,28.375
shell,28.8,6976.888888888889,47.53333333333333
showcase,30.0,3685.8,46.6
siemens,34.96774193548387,5768.112903225807,74.5
sigur,19.666666666666668,10536.777777777777,35.77777777777778
singularis lab,3.6666666666666665,240.33333333333334,0.6666666666666666
skillbox,50.583333333333336,8568.25,40.0
skillfactory,4.714285714285714,2159.4285714285716,1.7142857142857142
skyeng,29.642857142857142,14453.857142857143,41.857142857142854
skyline,50.75,5273.75,68.5
sm,54.03529411764706,10439.235294117647,54.870588235294115
sm2,48.714285714285715,8771.0,59.857142857142854
smart city,0.0,57.5,6.5
smartbox,27.0,6879.333333333333,25.666666666666668
smarter,23.272727272727273,5732.636363636364,32.0
snapchat,31.8125,14648.110294117647,44.400735294117645
soda,26.16,9509.76,57.08
sofia,11.666666666666666,4008.0,34.333333333333336
softline,22.88888888888889,3436.4444444444443,13.333333333333334
soho,30.0,8114.222222222223,55.55555555555556
soj,9.5,4764.0,37.0
sollers,38.5,12138.5,34.5
sony,30.43174603174603,8124.788888888889,37.77777777777778
sony pictures,21.655172413793103,6469.172413793103,27.379310344827587
spark,29.307692307692307,10597.461538461539,43.57692307692308
sphere,36.285714285714285,6587.428571428572,29.714285714285715
spotify,34.36203866432337,5962.291739894552,55.843585237258345
starbucks,39.15929203539823,7698.194690265486,36.663716814159294
stream,34.638888888888886,9333.472222222223,36.27777777777778
sum&substance,0.0,37.0,17.5
sun microsystems,8.857142857142858,1789.142857142857,239.14285714285714
sunlight,21.333333333333332,7112.666666666667,220.55555555555554
superjob,31.818181818181817,5024.5,34.13636363636363
surf,22.80952380952381,9052.047619047618,97.23809523809524
surfingbird,24.125,6995.75,19.375
sws,10.5,2961.25,27.0
symantec,35.857142857142854,13918.5,41.0
synergy,51.55555555555556,11698.555555555555,110.0
taller,81.5,6092.0,148.5
tcc,5.0,586.6666666666666,27.666666666666668
techno,14.176470588235293,4993.705882352941,98.47058823529412
tele2,69.53333333333333,9049.4,86.93333333333334
telegram,45.61144664941041,10946.863963186655,71.86396318665517
telenor,20.75,3152.4375,180.625
teleport,36.8,13978.6,37.8
terra,17.846153846153847,6689.384615384615,35.61538461538461
tesla,33.20322180916976,8264.602230483271,55.31102850061958
tevian,58.6,13321.0,308.2
the flow,35.45454545454545,12387.939393939394,49.90909090909091
the guardian,32.621875,8536.744791666666,69.46354166666667
the village,42.72052401746725,7953.764192139738,65.59825327510917
tik tok,30.470588235294116,7677.35294117647,55.19607843137255
tiktok,45.125,4460.625,16.5
timeless,17.5,2203.8,353.5
timeweb,74.0,14974.666666666666,122.33333333333333
tinkoff,103.74074074074075,13772.333333333334,73.5925925925926
topface,15.333333333333334,2633.3333333333335,13.333333333333334
toyota,22.727678571428573,5826.299107142857,50.495535714285715
translation,7.857142857142857,3183.1428571428573,15.857142857142858
trust wallet,19.166666666666668,21408.0,65.0
tumblr,34.64921465968586,16709.47120418848,87.70680628272251
turtle,14.625,4449.25,75.875
tut.by,19.00851063829787,2600.204255319149,62.87659574468085
tvp,17.875,4336.25,62.625
tvzavr,34.0,1644.6666666666667,16.0
twitter,31.551272166538165,7832.513492675404,45.417887432536624
u6,35.94444444444444,8127.027777777777,36.02777777777778
uap,43.55555555555556,14748.444444444445,136.55555555555554
uber,29.859929078014183,9247.163120567377,39.37234042553192
ubisoft,28.385714285714286,7583.271428571428,37.68571428571428
unicorn,34.8125,12142.375,72.0
unilever,47.666666666666664,15173.285714285714,57.38095238095238
unio,62.666666666666664,2735.6666666666665,83.33333333333333
uniqlo,39.4375,9852.0625,38.0625
unity,41.707317073170735,7687.3536585365855,57.951219512195124
ups,19.227272727272727,44576.27272727273,59.45454545454545
upwork,59.0,7520.75,34.25
urent,90.91304347826087,4592.217391304348,64.04347826086956
ust,16.8,4307.3,145.9
utopia,36.06666666666667,4291.733333333334,43.333333333333336
uts,42.36363636363637,7734.909090909091,326.45454545454544
v7,81.5375,14344.475,152.3875
valve,30.875912408759124,8439.87591240876,36.1021897810219
vc,37.206896551724135,4161.3218390804595,65.5
vc.ru,38.9,660.8,54.1
veeam software,3.5,2540.5,28.0
veriff,2.4,1436.0,64.0
verizon,22.137931034482758,7600.431034482759,39.189655172413794
vesta,20.92,3050.08,21.08
vi,32.81118881118881,7616.1398601398605,81.22377622377623
visa,38.84263959390863,8035.46192893401,40.45685279187817
visionlabs,58.6,13321.0,308.2
vk,44.31311811905206,14265.725321888413,85.51222242955775
volkswagen,29.905511811023622,7250.102362204724,43.22834645669291
vs,29.71153846153846,8373.259615384615,94.11057692307692
vsrap,26.785714285714285,5985.285714285715,225.07142857142858
walmart,30.602409638554217,10012.072289156626,60.1566265060241
walt disney,24.00900900900901,6508.657657657658,37.93693693693694
warner bros,25.2964824120603,6113.155778894472,55.778894472361806
wasd,49.75,15670.0,58.5
watchers,0.0,34.0,0.0
waves,12.375,4707.1875,29.375
waves enterprise,21.333333333333332,1446.3333333333333,13.0
wd,26.669354838709676,6338.25,94.60483870967742
webinar,30.0,11006.0,15.666666666666666
webmoney,12.0,6954.666666666667,14.666666666666666
webzilla,19.666666666666668,3417.3333333333335,23.333333333333332
wellness,9.777777777777779,3006.3333333333335,16.22222222222222
wells,38.375,12072.25,41.625
westland,3.0,2736.0,61.0
whoosh,83.66666666666667,7527.458333333333,60.916666666666664
wildberries,37.607142857142854,9253.75,37.57142857142857
wings,25.363636363636363,6266.727272727273,108.75757575757575
winstrike,23.2,777.4,16.2
wise,14.03125,2420.75,125.0625
woke,13.142857142857142,3080.285714285714,27.428571428571427
wonder,22.17391304347826,5331.95652173913,78.73913043478261
wp,31.88198757763975,6888.714285714285,100.27329192546584
wrigley,20.0,8188.75,97.5
xander,27.58823529411765,3643.4117647058824,186.52941176470588
xerox,32.5,7471.4,49.5
xiaomi,49.484330484330485,9677.977207977208,39.47008547008547
xsolla,46.42857142857143,10918.57142857143,89.14285714285714
yadro,0.5,19.0,2.5
yahoo,21.5311004784689,7774.358851674641,71.26315789473684
yard,5.8,540.6,15.8
yota,40.89823008849557,9459.725663716814,73.4424778761062
z1,40.19565217391305,10596.728260869566,430.19565217391306
zalando,34.333333333333336,445.0,10.0
zara,28.428571428571427,6289.785714285715,27.571428571428573
zoom,29.515254237288136,6520.189830508474,176.7084745762712
zoon,43.666666666666664,3390.0,35.0
а1,26.971014492753625,4020.014492753623,96.17391304347827
а3,17.763157894736842,5743.6578947368425,91.48684210526316
авента,23.666666666666668,4919.916666666667,47.916666666666664
ависма,49.6,14601.6,186.8
авито,36.324786324786324,10669.581196581197,62.48717948717949
авк,12.25,1468.125,28.375
автоваз,27.689655172413794,4913.068965517241,27.82758620689655
автодом,75.5,7882.5,65.0
авторадио,38.857142857142854,8175.571428571428,34.285714285714285
агидель,14.666666666666666,1766.3333333333333,41.333333333333336
айсберг,24.333333333333332,5624.166666666667,35.0
алмаз,24.07843137254902,2961.372549019608,45.03921568627451
алми,6.875,1049.875,17.0
алые паруса,40.705882352941174,3471.8823529411766,143.47058823529412
альтернатива,31.066666666666666,5006.466666666666,52.916666666666664
альфа банк,13.571428571428571,3883.0,21.857142857142858
альфа-банк,39.80701754385965,14431.263157894737,50.80701754385965
альфа-капитал,40.714285714285715,4795.142857142857,28.428571428571427
альфастрахование,12.125,3916.5,29.5
амедиа,42.25,12412.6875,61.125
амплифер,22.2,7541.4,20.6
амплуа,6.083333333333333,410.1666666666667,59.583333333333336
антарес,20.5,7589.5,35.25
антика,36.666666666666664,3323.8333333333335,88.5
антирабство,12.333333333333334,3016.6666666666665,22.0
ариан,24.25,5915.75,104.875
арта,8.75,6644.083333333333,51.916666666666664
аскона,12.666666666666666,1556.0,21.666666666666668
аспект,6.5,2707.0,13.0
аст,36.48936170212766,5654.574468085107,31.51063829787234
атлантик,18.666666666666668,7220.25,33.833333333333336
атон,27.77777777777778,5462.888888888889,86.66666666666667
атс,34.76190476190476,18869.761904761905,128.57142857142858
атф,19.444444444444443,8753.222222222223,66.44444444444444
ашан,32.871428571428574,5717.071428571428,170.12857142857143
аэрофлот,31.710280373831775,8952.957943925234,39.126168224299064
аякс,21.464285714285715,9687.07142857143,50.285714285714285
балчуг,21.692307692307693,3918.3846153846152,234.0
банк москвы,62.875,3414.75,28.375
банк россии,29.019417475728154,6457.155339805825,54.44660194174757
банки.ру,49.0,27285.0,59.0
баркли,16.545454545454547,7606.272727272727,130.5909090909091
башинформсвязь,13.5,1658.0,29.0
белаз,24.642857142857142,3205.5,272.85714285714283
беларуськалий,14.08,1967.2,159.68
